[2026-06-27T22:18:23.079Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_1ybzpk2._.js → 304 (32ms, ?B)
[2026-06-27T22:18:23.079Z] GET http://localhost:3000/_next/static/chunks/node_modules_%40swc_helpers_cjs_1r9vbqw._.js → 304 (32ms, ?B)
[2026-06-27T22:18:23.079Z] GET http://localhost:3000/_next/static/chunks/_1anvha4._.js → 304 (32ms, ?B)
[2026-06-27T22:18:23.079Z] GET http://localhost:3000/_next/static/chunks/turbopack-_01_ro95._.js → 304 (32ms, ?B)
[2026-06-27T22:18:23.079Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_1e9_p6y._.js → 304 (33ms, ?B)
[2026-06-27T22:18:23.080Z] GET http://localhost:3000/_next/static/chunks/src_app_layout_tsx_007e4b2._.js → 304 (32ms, ?B)
[2026-06-27T22:18:23.080Z] GET http://localhost:3000/_next/static/chunks/_08zpqiu._.js → 200 (32ms, 108576B)
[2026-06-27T22:18:23.080Z] GET http://localhost:3000/_next/static/chunks/src_app_dashboard_page_tsx_1q563dm._.js → 200 (32ms, 241B)
[2026-06-27T22:18:23.080Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_components_builtin_global-error_1q563dm.js → 304 (32ms, ?B)
[2026-06-27T22:18:23.126Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_1mojsay._.js → 304 (4ms, ?B)
[2026-06-27T22:18:23.126Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_1xch-cm._.js → 304 (5ms, ?B)
[2026-06-27T22:19:55.045Z] GET http://localhost:3000/dashboard → 200 (580ms, ?B)
[2026-06-27T22:19:55.767Z] GET http://localhost:3000/_next/static/media/0c8f209abc35ee02-s.p.0c0g8ifvh7k7-.woff2 → 200 (12ms, ?B)
[2026-06-27T22:19:55.788Z] GET http://localhost:3000/_next/static/media/5c285b27cdda1fe8-s.p.2_mbdogr7ni8i.woff2 → 200 (2ms, ?B)
[2026-06-27T22:19:55.790Z] GET http://localhost:3000/_next/static/media/797e433ab948586e-s.p.0r6juujl39pe6.woff2 → 200 (?ms, ?B)
[2026-06-27T22:19:55.797Z] GET http://localhost:3000/_next/static/chunks/%5Broot-of-the-server%5D__1azprly._.css → pending (?ms, ?B)
[2026-06-27T22:19:55.797Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_1xx01vv._.js → pending (?ms, ?B)
[2026-06-27T22:19:55.797Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_next-devtools_index_090k2jm.js → pending (?ms, ?B)
[2026-06-27T22:19:55.797Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_react-dom_096_9a-._.js → pending (?ms, ?B)
[2026-06-27T22:19:55.797Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_react-server-dom-turbopack_164kp-6._.js → pending (?ms, ?B)
[2026-06-27T22:19:55.797Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_1amofcm._.js → pending (?ms, ?B)
